,seq,ni,no1,no2,F1_emp,F2_emp,F1_model,F2_model
900,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 0)",4411,5418,3455,1.0081217537728016,0.9043104296003758,0.7777781253423017,0.8187030265114897
901,"(1, 1, 1, 0, 0, 0, 0, 1, 0, 1)",3570,4746,2900,1.08720572953695,0.9407365165767783,0.8841625439012933,0.9077104837917782
902,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 0)",3131,2608,1784,0.6198337866061151,0.5862733171528685,0.45725142755618003,0.49539628405107666
903,"(1, 1, 1, 0, 0, 0, 0, 1, 1, 1)",2852,3094,2170,0.8839553924852769,0.8753434987146145,0.6284329901029496,0.655148352752444
904,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 0)",2714,4820,3660,1.3767279806176669,1.4474710608020231,1.229149022769114,1.4165099390417022
905,"(1, 1, 1, 0, 0, 0, 1, 0, 0, 1)",2143,4408,3566,1.5235132217473253,1.6575783432180216,1.2360209498842358,1.4923766390507074
906,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 0)",1748,3342,2757,1.450362969981577,1.6039882633844678,1.291273168252877,1.5732187424654072
907,"(1, 1, 1, 0, 0, 0, 1, 0, 1, 1)",1310,3014,2468,1.6353481839776662,1.7815496856313024,1.3040469481584662,1.5735979548400187
908,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 0)",3994,7025,5843,1.3671125332054777,1.5288985947200375,1.205265778134451,1.445694910204462
909,"(1, 1, 1, 0, 0, 0, 1, 1, 0, 1)",3032,5520,4280,1.4015453331755439,1.4931610785061875,1.262609779123772,1.4480962714535623
910,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 0)",2542,4648,3863,1.4058462148485456,1.5668851099601118,1.207973873431103,1.5007013083065115
911,"(1, 1, 1, 0, 0, 0, 1, 1, 1, 1)",2231,3902,3184,1.3613860022594937,1.5040809245548847,1.247413415137713,1.452183260829832
912,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 0)",4634,2026,1215,-0.024540772967875046,-0.18954273542402067,-0.17157398406123464,-0.26292704371152237
913,"(1, 1, 1, 0, 0, 1, 0, 0, 0, 1)",3905,3056,1575,0.5574587690342907,0.24090283903102283,0.22515945213710065,0.059275496672643174
914,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 0)",3256,872,605,-0.514087690856551,-0.5331551391570963,-0.5789534217060672,-0.5916004167358678
915,"(1, 1, 1, 0, 0, 1, 0, 0, 1, 1)",2643,1140,610,-0.03784929252942093,-0.3164245617501589,-0.06913217873740651,-0.1976703566350107
916,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 0)",6780,2248,1359,-0.30110035214444597,-0.45811320390392174,-0.3572272575458556,-0.34440896132800164
917,"(1, 1, 1, 0, 0, 1, 0, 1, 0, 1)",5687,1957,1391,-0.2638965898125407,-0.2590904505388891,-0.3947629863672161,-0.4574045421742779
918,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 0)",4645,1052,677,-0.6818248426162985,-0.7760879453401364,-0.7525322651552196,-0.7504879338906898
919,"(1, 1, 1, 0, 0, 1, 0, 1, 1, 1)",4010,1043,603,-0.5434425387473885,-0.7446949877854152,-0.7007864992794324,-0.7671879161116607
920,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 0)",3704,6522,4491,1.368189692645989,1.3411414581779693,1.0830839215843884,1.1942638860794152
921,"(1, 1, 1, 0, 0, 1, 1, 0, 0, 1)",3596,5870,4286,1.2924633709486424,1.3240137029521757,1.1910057431063676,1.2828820077008516
922,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 0)",2576,4329,3388,1.3214801689242508,1.422435641004509,1.0932936400274094,1.2980107932340004
923,"(1, 1, 1, 0, 0, 1, 1, 0, 1, 1)",2101,3984,2832,1.4421865983674995,1.4469736284434427,1.2316016650492245,1.3366924144252692
924,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 0)",5781,9543,7177,1.303701599781541,1.3647978291810838,1.0591303613959069,1.189899308522503
925,"(1, 1, 1, 0, 0, 1, 1, 1, 0, 1)",4898,7162,4558,1.1824363435559568,1.0765988786246892,0.9828727007512166,1.0104309298449303
926,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 0)",3812,5632,4280,1.1927644376172306,1.264297026337205,1.0428416118064603,1.1898119566900855
927,"(1, 1, 1, 0, 0, 1, 1, 1, 1, 1)",3356,4855,2916,1.1717058943393797,1.008034652937509,0.9731638425884278,0.9849751564909591
928,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 0)",301,270,151,0.6942303620849117,0.4619801835212294,0.2543777790131031,0.3091846719336153
929,"(1, 1, 1, 0, 1, 0, 0, 0, 0, 1)",219,193,159,0.676769171291047,0.830072948931288,0.5273348815798722,0.6375944916278479
930,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 0)",172,160,80,0.7306513290667644,0.38968424022448245,-0.14493648487863475,-0.026148886075153158
931,"(1, 1, 1, 0, 1, 0, 0, 0, 1, 1)",174,155,88,0.6876085919061035,0.47237707585844835,0.2252629149904748,0.24072043421934275
932,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 0)",420,342,216,0.597636172063639,0.4857911999079009,0.3310405119565575,0.439024473315707
933,"(1, 1, 1, 0, 1, 0, 0, 1, 0, 1)",401,318,216,0.5712775727459038,0.5319719449712612,0.35602039804905034,0.4793605835974723
934,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 0)",239,100,40,-0.06297984792065148,-0.6185401765878609,-0.08346100400205927,-0.000141538259819763
935,"(1, 1, 1, 0, 1, 0, 0, 1, 1, 1)",231,120,92,0.1515917325105115,0.23438880153676855,0.014954867319596013,0.0032221515308225833
936,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 0)",192,457,355,1.66671755378938,1.7607672219969674,1.37168458151019,1.5995495760658256
937,"(1, 1, 1, 0, 1, 0, 1, 0, 0, 1)",145,259,209,1.3796135678872716,1.5120275890589547,1.3641288757769918,1.6987787050182077
938,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 0)",84,260,241,1.9244077094124574,2.1948131497161927,1.403377986017991,1.7483242064871642
939,"(1, 1, 1, 0, 1, 0, 1, 0, 1, 1)",147,350,272,1.666112508281831,1.7607862014706672,1.4103629743166441,1.6643488158929507
940,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 0)",295,680,517,1.6357414104055326,1.7081424679852453,1.3786009647842319,1.5872918437543597
941,"(1, 1, 1, 0, 1, 0, 1, 1, 0, 1)",328,790,597,1.6797787755823623,1.7460596832350825,1.3731577254297838,1.565558884225707
942,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 0)",177,361,278,1.5123992201137662,1.597954911579103,1.3565342191572185,1.6058053611602805
943,"(1, 1, 1, 0, 1, 0, 1, 1, 1, 1)",142,274,190,1.4564650259867444,1.437955477836545,1.341825361761443,1.425435960993646
944,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 0)",346,72,41,-0.7563267802183877,-0.9631284816136683,-0.6908866660736463,-0.687052680164976
945,"(1, 1, 1, 0, 1, 1, 0, 0, 0, 1)",282,57,66,-0.7824653285167378,-0.2922275982024489,-0.36343623753571824,-0.3178306815763322
946,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 0)",338,101,33,-0.39848873551609865,-1.1511129027144662,-1.2161530720969265,-1.1270615478669876
947,"(1, 1, 1, 0, 1, 1, 0, 0, 1, 1)",279,49,32,-0.9202280391610231,-0.9897553616529469,-0.7669759955472888,-0.7938290614738541
948,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 0)",436,157,73,-0.21479960348854288,-0.6273414218415978,-0.7005719626799398,-0.5561757865410967
949,"(1, 1, 1, 0, 1, 1, 0, 1, 0, 1)",507,105,83,-0.7645037948863345,-0.6511379686853456,-0.8557503066571571,-0.669648658904024
950,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 0)",280,22,36,-1.7003218948245158,-0.8789100766396989,-1.2081080386154546,-1.1021489614752134
951,"(1, 1, 1, 0, 1, 1, 0, 1, 1, 1)",319,48,33,-1.0739621391030651,-1.0934337911277883,-1.2653660466541403,-1.2270432671250375
952,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 0)",324,545,425,1.321332351995248,1.4191408439894555,1.0882649621202753,1.2473566480701985
953,"(1, 1, 1, 0, 1, 1, 1, 0, 0, 1)",285,676,638,1.6642180206725028,1.9524393236075048,1.1455210681045762,1.4075312541168834
954,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 0)",216,402,282,1.421577766986304,1.4140762241526006,1.0497876894336775,1.3191344489661028
955,"(1, 1, 1, 0, 1, 1, 1, 0, 1, 1)",267,331,203,1.0166865469857123,0.8756596933831823,1.1460688401591983,1.3216555226704185
956,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 0)",428,872,637,1.5130171954916656,1.5454080444665956,1.2557085195506723,1.3943067938411238
957,"(1, 1, 1, 0, 1, 1, 1, 1, 0, 1)",403,612,433,1.2194886165551417,1.2201563361890775,1.0804255358728538,1.2388981498676697
958,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 0)",354,588,425,1.3088469527562512,1.3308482368437773,1.1963886788839035,1.3336916280562627
959,"(1, 1, 1, 0, 1, 1, 1, 1, 1, 1)",338,572,387,1.3274241679143697,1.2835319122926458,1.0363244278741266,1.0451975306490533
960,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 0)",1935,3539,2194,1.4060412968713782,1.2740847377225721,1.139096955664072,1.1272518521773007
961,"(1, 1, 1, 1, 0, 0, 0, 0, 0, 1)",1672,3358,2080,1.499563447205549,1.366756805456633,1.2857453999404882,1.2908645607373306
962,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 0)",1371,1915,1356,1.1365087088250556,1.1375335315988613,0.8825559155960284,0.9613244148809386
963,"(1, 1, 1, 1, 0, 0, 0, 0, 1, 1)",1100,1762,1232,1.2733366042552707,1.261758046491487,1.0966901827706041,1.1303729676405214
964,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 0)",2879,4643,3506,1.280324328267871,1.345497357060009,1.120344845266218,1.1836117084014999
965,"(1, 1, 1, 1, 0, 0, 0, 1, 0, 1)",2329,3563,2449,1.227553800611034,1.198746437028849,1.131784359502033,1.1820168584785458
966,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 0)",1763,2433,1638,1.1244905955608162,1.0750290222269157,0.8622715141000066,0.9728968395604354
967,"(1, 1, 1, 1, 0, 0, 0, 1, 1, 1)",1700,2382,1656,1.1396824432829606,1.122319105080524,0.9173905391608034,1.0013059127456478
968,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 0)",1873,3039,2459,1.2863208901819803,1.4206128461778635,1.222393529091235,1.4468998615126651
969,"(1, 1, 1, 1, 0, 0, 1, 0, 0, 1)",1487,2517,2066,1.3285705577913358,1.4771920243385537,1.1728013183763857,1.4564835361699005
970,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 0)",949,1746,1499,1.4117318841195505,1.6052850825455376,1.3334267574978225,1.6336154270628864
971,"(1, 1, 1, 1, 0, 0, 1, 0, 1, 1)",840,1823,1457,1.5767340692414091,1.698755932645478,1.2686187664106432,1.526970925772816
972,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 0)",2716,4716,3971,1.3541832324379943,1.528268095788538,1.1781644585911062,1.5049325329222922
973,"(1, 1, 1, 1, 0, 0, 1, 1, 0, 1)",1890,4020,3209,1.556963396818897,1.6776918275154267,1.2434530006886817,1.516420270027976
974,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 0)",1397,2802,2570,1.4981861869511133,1.7577789645219566,1.2490924978315903,1.6204320074791514
975,"(1, 1, 1, 1, 0, 0, 1, 1, 1, 1)",1284,2285,1949,1.3785834056055162,1.565597334278295,1.2753589474836575,1.5402596475461432
976,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 0)",3075,1920,1103,0.33175439072310237,0.12383657626132871,0.16541304684395114,0.042627462008599654
977,"(1, 1, 1, 1, 0, 1, 0, 0, 0, 1)",2508,2665,1494,0.8632335129523121,0.6307686195081872,0.40766647949911616,0.24201130349535466
978,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 0)",1975,781,507,-0.12443657918242168,-0.2098217506795086,-0.23075587529382757,-0.25594924343793174
979,"(1, 1, 1, 1, 0, 1, 0, 0, 1, 1)",1782,980,549,0.20505840028230315,-0.027607659586801336,0.10346773096886623,-0.025578570547397345
980,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 0)",4037,2226,1243,0.20744442696466525,-0.028890845523835473,-0.0721914222035368,-0.08831062558002188
981,"(1, 1, 1, 1, 0, 1, 0, 1, 0, 1)",3473,1760,1171,0.12311372027523626,0.061931703385730286,-0.19979847562984224,-0.24875550411535463
982,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 0)",2819,986,580,-0.24728356591859746,-0.4312147270304254,-0.43697505328483915,-0.43380661623660255
983,"(1, 1, 1, 1, 0, 1, 0, 1, 1, 1)",2708,933,528,-0.26231984527617214,-0.484819730176973,-0.4964182451767939,-0.5386965844595423
984,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 0)",2346,4123,3061,1.3662242078659075,1.4144570604164282,1.212403851099443,1.3663265850000643
985,"(1, 1, 1, 1, 0, 1, 1, 0, 0, 1)",1980,3565,2929,1.390381310304615,1.5399273353623846,1.2687351145096826,1.4318146907839162
986,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 0)",1471,2899,2153,1.480627275265824,1.529231238477335,1.2395906623734392,1.4480713625679253
987,"(1, 1, 1, 1, 0, 1, 1, 0, 1, 1)",1524,2783,1947,1.4044328909928787,1.393335475210791,1.3051904961207181,1.422882279608698
988,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 0)",3578,6574,4981,1.4107297048600198,1.4792746651059225,1.1961976256557831,1.3952320984374742
989,"(1, 1, 1, 1, 0, 1, 1, 1, 0, 1)",3231,5215,3821,1.2811682425455833,1.316199385209055,1.1327580858375783,1.268003105130671
990,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 0)",2549,4561,3569,1.384206323271942,1.4849989166710356,1.21619682991832,1.403628931346626
991,"(1, 1, 1, 1, 0, 1, 1, 1, 1, 1)",1828,3378,2375,1.4163489969035046,1.4101757121414924,1.1382195483639759,1.2102908282053568
992,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 0)",148,167,127,0.9225562320378801,0.9966106380239806,0.6371984633700297,0.7639891014729387
993,"(1, 1, 1, 1, 1, 0, 0, 0, 0, 1)",110,80,65,0.487457511940185,0.6286512207639141,0.8947380768597719,0.9589005398508413
994,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 0)",93,99,60,0.8644139622981678,0.7161057619531299,0.2449725859616199,0.5048003573320138
995,"(1, 1, 1, 1, 1, 0, 0, 0, 1, 1)",87,42,41,0.08640185979543635,0.4088594838549845,0.5786368635909057,0.5974306079972671
996,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 0)",233,285,204,1.0032092540422317,1.0162155438305294,0.6490302297069925,0.866781811812957
997,"(1, 1, 1, 1, 1, 0, 0, 1, 0, 1)",220,170,148,0.5460394135649874,0.754310284477529,0.723001305660684,0.8489889419867465
998,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 0)",209,153,152,0.49238363027624077,0.8318570707247894,0.2609279612527116,0.534246928433567
999,"(1, 1, 1, 1, 1, 0, 0, 1, 1, 1)",106,140,83,1.0784696144963426,0.90651464443123,0.38721738927276833,0.4387409498033207
1000,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 0)",148,271,231,1.4043943189306187,1.5913177457706733,1.3674481340262665,1.5962273584536848
1001,"(1, 1, 1, 1, 1, 0, 1, 0, 0, 1)",134,224,190,1.313364182346071,1.4955253296580229,1.4473643846474724,1.661646789149563
1002,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 0)",70,132,178,1.4302078097605189,2.0732326088492625,1.4119965023413172,1.7690480055783286
1003,"(1, 1, 1, 1, 1, 0, 1, 0, 1, 1)",46,138,120,1.8868648900007137,2.094169623936505,1.4853358138315773,1.6105222284146994
1004,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 0)",230,393,392,1.3364717573562208,1.6799185813972903,1.369232081001506,1.6396487960666097
1005,"(1, 1, 1, 1, 1, 0, 1, 1, 0, 1)",224,493,394,1.5889736735635829,1.7113120427465245,1.515669476939687,1.659475539489807
1006,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 0)",148,357,286,1.6791252390353215,1.8040625898639846,1.3793311602027498,1.7126946445041287
1007,"(1, 1, 1, 1, 1, 0, 1, 1, 1, 1)",90,147,88,1.2888913258273453,1.1263035432651123,1.4953853049368067,1.533144258976432
1008,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 0)",286,83,41,-0.4261268583362272,-0.7732859174264302,-0.518830386732949,-0.4198508201195018
1009,"(1, 1, 1, 1, 1, 1, 0, 0, 0, 1)",289,110,52,-0.1578121630881052,-0.5510623293785752,-0.2019238675538162,-0.14097419333300207
1010,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 0)",217,46,31,-0.73180890249895,-0.7702324799395397,-1.0689403963647501,-0.835723765666911
1011,"(1, 1, 1, 1, 1, 1, 0, 0, 1, 1)",96,31,18,-0.3064365171235759,-0.4817453192871197,-0.6514248623367046,-0.6335773393888338
1012,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 0)",350,47,108,-1.1870466539778943,-0.020911661186899355,-0.5652534893354466,-0.31159862679024086
1013,"(1, 1, 1, 1, 1, 1, 0, 1, 0, 1)",357,76,55,-0.734189005966936,-0.7066546156157285,-0.6665670637332342,-0.4400474697469585
1014,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 0)",200,51,20,-0.549522630897568,-1.11025579028583,-1.0783223078584745,-0.8029495652414621
1015,"(1, 1, 1, 1, 1, 1, 0, 1, 1, 1)",213,40,33,-0.8498653897374633,-0.6910888103558674,-1.1028331794805273,-0.9835605297979887
1016,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 0)",220,311,259,1.14737904487181,1.3110456095475975,1.0949635780049407,1.3113373743033803
1017,"(1, 1, 1, 1, 1, 1, 1, 0, 0, 1)",153,256,184,1.314662041061671,1.3319299027145184,1.2445652200618766,1.480855291607747
1018,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 0)",91,213,154,1.6467259965528918,1.670163219920029,1.0374092790337437,1.3551523001893484
1019,"(1, 1, 1, 1, 1, 1, 1, 0, 1, 1)",125,314,234,1.7188292904542355,1.7718302872425036,1.204918332669103,1.326275996838434
1020,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 0)",321,711,595,1.596064924447648,1.764215801570764,1.2853678597468223,1.5183890807461515
1021,"(1, 1, 1, 1, 1, 1, 1, 1, 0, 1)",290,519,356,1.383044102984061,1.3529391946579692,1.2668390910798641,1.4476931492387335
1022,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 0)",242,391,346,1.2807389550299946,1.5047900166561334,1.2262818538164626,1.4602973542796478
1023,"(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",157,287,164,1.4029040056890594,1.1918771209234365,1.2018541846547492,1.2157752810255622
